N_ROWS,TOTAL_SIZE,VWAP,AVG_SPREAD_BPS,AVG_DEPTH_TOB,IS_MEAN_BPS,IS_MEDIAN_BPS,IS_MIN_BPS,IS_MAX_BPS,MI_MEAN_BPS,MI_MEDIAN_BPS,MI_MIN_BPS,MI_MAX_BPS,MR_MEAN_BPS,MR_MEDIAN_BPS,MR_MIN_BPS,MR_MAX_BPS,TICKER,FWD_TRADES_FOR_MR
464114,467555920,61.98188197624634,1559.3123672201218,14.82644781239092,9.146266994563733,0.7925814377431335,0.0,568.6125852918865,0.0,0.0,0.0,0.0,-7.500318773960122,-1.151422355793389e-12,-764.7208768799388,537.0945892102962,UBER,10
